TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;35.704.405/0001-95;BRASIL CAPITAL BB 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;173425862.24
FI;35.704.438/0001-35;BRASIL CAPITAL 30 INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;612883738.55
FI;35.704.492/0001-80;JGP ESG  PREVIDENCIÁRIO XP MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;21336474.38
FI;35.704.530/0001-03;JGP ESG AÇÕES 100 PREVIDENCIÁRIO XP SEGUROS FI EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;21325238.83
FI;35.704.552/0001-65;BRASIL CAPITAL B 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;11109592.19
FI;35.704.569/0001-12;HEVEA FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;93856167.89
FI;35.705.240/0001-76;JGP BRASILPREV FIFE MULTIMERCADO PREVIDENCIÁRIO FUNDO DE INVESTIMENTO;2021-06-30;1070373088.74
FI;35.705.281/0001-62;VALE VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  AÇÕES;2021-06-30;41021871.02
FI;35.711.384/0001-35;VELT VRB PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;31078387.33
FI;35.711.402/0001-89;LEGACY CAPITAL VNC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;152450156.10
FI;35.711.417/0001-47;BONC FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;139853300.45
FI;35.711.434/0001-84;JJP2 FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-06-30;6371056.64
FI;35.711.448/0001-06;LEGACY CAPITAL R FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;189743660.44
FI;35.711.524/0001-75;RIO BRAVO MASTER PREVIDÊNCIA IMOBILIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;992458.33
FI;35.711.552/0001-92;LEGACY CAPITAL II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;400719288.18
FI;35.711.573/0001-08;TORK PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;44314379.29
FI;35.711.596/0001-12;ATENA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;16869257.08
FI;35.711.629/0001-24;TORK BLUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;158455090.79
FI;35.711.663/0001-07;INR - FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI V;2021-06-30;546406960.99
FI;35.712.239/0001-79;INNERTHAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;40176834.62
FI;35.712.259/0001-40;MANAGER EQUITAS SELECTION S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;0.00
FI;35.712.313/0001-57;SAFRA DIRECT CARBONO REAIS FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;14446044.99
FI;35.712.380/0001-71;PARMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;23545175.73
FI;35.712.402/0001-01;SPACE QUEEN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;902729.05
FI;35.712.424/0001-63;INCS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;17780950.37
FI;35.712.437/0001-32;SAFRA AÇÕES LIVRE MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;480595627.59
FI;35.712.452/0001-80;SAFRA CONSUMO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;135183646.73
FI;35.712.471/0001-07;SAFRA CONSUMO PB II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;157834189.52
FI;35.712.487/0001-10;SAFRA SHORT INDEX 2X FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;5113761.55
FI;35.712.515/0001-07;SAFRA TOP PREMIUM II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;1040440358.32
FI;35.712.545/0001-05;SAFRA TOP MAX II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;942039635.87
FI;35.712.571/0001-33;SAFRA TOP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;417072615.77
FI;35.712.596/0001-37;SAFRA KAFKA PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;73185822.90
FI;35.712.615/0001-25;VIC-VAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;10937983.34
FI;35.712.849/0001-72;TAURIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;12359753.06
FI;35.712.870/0001-78;CGAPA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;15387315.06
FI;35.712.893/0001-82;VENICE 0710 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;7790672.74
FI;35.712.907/0001-68;MTR 01 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;17367450.90
FI;35.712.941/0001-32;SFPB 026 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;44127431.26
FI;35.713.157/0001-49;MANAGER INDIE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;0.00
FI;35.713.194/0001-57;POC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INV EXT;2021-06-30;24204866.76
FI;35.714.550/0001-57;OCCAM LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;44405405.82
FI;35.715.030/0001-69;PORTO SEGURO CLARITAS LONG BIAS PREVIDÊNCIA FIE FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;17651436.62
FI;35.715.919/0001-46;ORYX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;1205451.94
FI;35.716.198/0001-99;CLARITAS LONG BIAS PREVIDÊNCIA FIFE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;17665198.43
FI;35.716.233/0001-70;SPARTA FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;2246027.68
FI;35.716.258/0001-73;XP RETR MASTER I FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;19474117.40
FI;35.716.627/0001-28;RIO BRAVO ZURICH PREVIDÊNCIA IMOBILIÁRIO FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;1000810.64
FI;35.717.603/0001-93;ARGUS FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;5225185.75
FI;35.717.624/0001-09;OPPORTUNITY PREVIDÊNCIA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;171432650.05
FI;35.717.635/0001-99;CITATION  FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;15892244.55
FI;35.717.650/0001-37;GTI NIMROD FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;8492295.36
FI;35.717.663/0001-06;NEW FAMILY RUNNER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;132048443.58
FI;35.717.688/0001-00;JGP COMPOUNDERS MASTER FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;314530742.32
FI;35.717.700/0001-86;NEW SANTANA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;197019837.53
FI;35.717.715/0001-44;OPPORTUNITY VOYAGER MASTER FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;16896516.06
FI;35.717.740/0001-28;TREND BOLSA CHINESA FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;338459897.53
FI;35.717.767/0001-10;GALO RV FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;34042189.20
FI;35.717.783/0001-03;TWIN GIRL POWER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;29074496.49
FI;35.721.820/0001-57;BRASILPREV RT RD FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;20671567.99
FI;35.721.830/0001-92;BRASILPREV RT LV FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;63000835.76
FI;35.721.852/0001-52;BRASILPREV RT STAR FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;17901360.32
FI;35.721.870/0001-34;BRASILPREV RT VZNT FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;52437513.79
FI;35.725.280/0001-80;BRASILPREV RT GT V FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;15182386.00
FI;35.725.292/0001-04;BRASILPREV RT PPA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;15697134.65
FI;35.725.311/0001-00;BRASILPREV RT BB CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;26545162.33
FI;35.725.321/0001-38;BRASILPREV RT SINCLAIR FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;25015889.19
FI;35.725.802/0001-43;EXPLORITAS LATAM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;2021-06-30;13766245.54
FI;35.726.054/0001-13;ITAÚ US TREASURY RENDA FIXA INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;2021-06-30;1316830287.90
FI;35.726.270/0001-69;NEON TURBO MAX FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;16911712.34
FI;35.726.300/0001-37;BRAVE I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;110080161.21
FI;35.726.328/0001-74;ROLESIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;5567587.22
FI;35.726.367/0001-71;ITAÚ FLEXPREV STANLEY CAPITAL FICFI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;51257772.48
FI;35.726.390/0001-66;LARUS ALL EQUITIES FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-06-30;33215489.01
FI;35.726.416/0001-76;EQUADOR FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;110792002.68
FI;35.726.444/0001-93;PAIS FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-06-30;12087920.28
FI;35.726.503/0001-23;G5 FEEDER VC MONASHEES FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;25792192.50
FI;35.726.509/0001-09;MALTA FUNDO DE INV EM COTAS DE FDOS DE INVEST MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;95495945.16
FI;35.726.544/0001-10;ITAÚ ALOCAÇÃO DINÂMICA 2.0 FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;294113629.18
FI;35.726.581/0001-28;QUANTAMENTAL GEMS FUNDO DE INVESTIMENTO DE AÇÕES;2021-06-30;13211816.32
FI;35.726.601/0001-60;OMA HELDA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;24573802.34
FI;35.726.620/0001-97;PLANETA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;23411283.22
FI;35.726.628/0001-53;URSO BRANCO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;20237032.67
FI;35.726.638/0001-99;QUANTAMENTAL HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;41687233.79
FI;35.726.691/0001-90;JLP FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;9872464.47
FI;35.726.720/0001-13;BTGP ACCESS MULTIGESTOR TOTAL RETURN FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;40953335.40
FI;35.726.741/0001-39;TARPON GT 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;2021-06-30;257441518.79
FI;35.726.763/0001-07;MOGNO SBSF FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;3666724.71
FI;35.726.772/0001-90;ITAÚ FLEXPREV PUGLIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;41452215.63
FI;35.726.805/0001-00;NEON SEGURANCA FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;124094757.80
FI;35.726.822/0001-39;SKOPOS BZ+ FUNDO DE INVESTIMENTO DE ACOES;2021-06-30;11563481.89
FI;35.726.875/0001-50;CHJG FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;11751682.50
FI;35.726.908/0001-61;CAPSTONE MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;613306379.97
FI;35.726.928/0001-32;SPECIALE GAUSS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;40081306.01
FI;35.726.949/0001-58;GUENOA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;139973732.83
FI;35.727.113/0001-78;OCTANTE CREDITO PRIVADO II FICFI MM IE;2021-06-30;60048775.03
FI;35.727.209/0001-36;VINTAGE LONG BIAS FI MULTIMERCADO;2021-06-30;34376842.35
FI;35.727.276/0001-50;ITAÚ OPTIMUS TITAN MULTIMERCADO DISTRIB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS;2021-06-30;32250885.20
FI;35.727.299/0001-65;TRUXT LONG BIAS STB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;156890083.59
FI;35.727.340/0001-01;TRUXT S VALOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;219952105.47
FI;35.727.359/0001-40;MZK DINÂMICO S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;27505782.40
FI;35.727.377/0001-21;OCTANTE CREDITO PRIVADO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;99287716.18
FI;35.727.406/0001-55;ALPA FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;1588533020.22
FI;35.727.449/0001-30;ITAÚ INFLAÇÃO AMERICANA RENDA FIXA INVESTIMENTO NO EXTERIOR FDO DE INV EM COTAS DE FUNDOS DE INVEST;2021-06-30;407179877.40
FI;35.727.513/0001-83;ITAÚ US TREASURY RENDA FIXA INVESTIMENTO NO EXTERIOR FICFI;2021-06-30;1319257837.16
FI;35.727.535/0001-43;NAVI CRUISE SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;23333239.66
FI;35.727.628/0001-78;ITAÚ AÇÕES EUROPA INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO;2021-06-30;365997019.13
FI;35.727.655/0001-40;ITAÚ AÇÕES JAPÃO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO;2021-06-30;494075239.13
FI;35.727.674/0001-77;ITAÚ AÇÕES MERCADOS EMERGENTES INVESTIMENTO NO EXTERIOR FICFI;2021-06-30;1649280111.62
FI;35.727.696/0001-37;ITAÚ CRÉDITO HIGH YIELD AMERICANO RENDA FIXA INVESTIMENTO NO EXTERIOR FICFI;2021-06-30;636642901.31
FI;35.727.715/0001-25;ITAÚ MERCADOS EMERGENTES CRÉDITO SOBERANO RENDA FIXA INVESTIMENTO NO EXTERIOR FICFI;2021-06-30;802355410.84
FI;35.727.736/0001-40;ARTHEN FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;21366135.72
FI;35.727.760/0001-80;ITAÚ FLEXPREV GROUND PREVIDÊNCIA FICFI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;17294435.89
FI;35.727.788/0001-17;ITAÚ TESOURO AMERICANO 10 ANOS FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;92898084.02
FI;35.740.633/0001-10;KAI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;0.00
FI;35.740.723/0001-01;OAKEN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;0.00
FI;35.741.129/0001-35;CHB - FUNDO DE INVESTIMENTO MULTIMERCADO E INVESTIMENTO NO EXTERIOR - CRÉDITO PRIVADO;2021-06-30;0.00
FI;35.741.193/0001-16;NOVO FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;2021-06-30;487672791.51
FI;35.741.659/0001-83;REAG OXFORD FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;17008044.07
FI;35.744.196/0001-03;XP LONG BIASED ADVISORY XP SEGUROS PREVIDÊNCIA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO IQ;2021-06-30;21601657.45
FI;35.744.237/0001-61;CONSTELLATION QI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;50335879.54
FI;35.744.266/0001-23;CONSTELLATION F FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;88334662.70
FI;35.744.297/0001-84;JPMORGAN GLOBAL BALANCED INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO - INVEST EXT;2021-06-30;29495630.53
FI;35.744.771/0001-78;MHL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;12012606.12
FI;35.744.790/0001-02;SCHRODER TECH EQUITY LONG & SHORT FIC DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;177623270.77
FI;35.744.805/0001-24;CREDITAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;24031296.72
FI;35.753.908/0001-50;CORAIS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;88102213.18
FI;35.754.107/0001-00;JICHI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;71766161.07
FI;35.754.218/0001-16;ARABELLA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2021-06-30;77457087.08
FI;35.754.269/0001-48;LOFT II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;218473147.55
FI;35.754.330/0001-57;CF GOLGI HOLDINGS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO CURTO PRAZO;2021-06-30;1430854037.51
FI;35.754.989/0001-03;CABERNET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;10951937.25
FI;35.755.014/0001-08;AVENTURINA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;11038548.69
FI;35.755.042/0001-17;SIMPLE WOOD BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CP IE;2021-06-30;10587986.99
FI;35.755.074/0001-12;MANAGER VERDE AM LONG BIAS ICATU PREV QUALIFICADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;2021-06-30;0.00
FI;35.755.092/0001-02;BRUGGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;8116432.34
FI;35.755.104/0001-90;STROMBOLI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;13832097.93
FI;35.755.126/0001-50;MENECAST FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;22669259.79
FI;35.755.143/0001-98;SAFRA FAHRENHEIT FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO;2021-06-30;286963726.10
FI;35.755.165/0001-58;SAFRA FAHRENHEIT MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;287195684.27
FI;35.755.196/0001-09;CAYMUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;26011148.89
FI;35.755.210/0001-74;MANAGER JSS EQUITY ALL CHINA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;162891265.73
FI;35.755.223/0001-43;DIVE FLY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;25575499.77
FI;35.755.247/0001-00;MANAGER CANVAS PREVIDÊNCIA FIC FIM PREVIDENCIARIO;2021-06-30;34473119.08
FI;35.755.281/0001-77;MANAGER IBIUNA PREVIDÊNCIA FIC FIM PREVIDENCIARIO;2021-06-30;399147744.11
FI;35.755.311/0001-45;ANJOPI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;10927210.39
FI;35.755.467/0001-26;MILETO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;78769969.59
FI;35.755.558/0001-61;STP FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;133663911.64
FI;35.755.734/0001-65;ARTANIS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;32054744.10
FI;35.755.797/0001-11;ARCTURUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;48130295.16
FI;35.755.861/0001-64;GOLIATH FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;48135432.56
FI;35.755.913/0001-00;QUATÁ CLO PLUS FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-06-30;10145553.16
FI;35.765.045/0001-31;LHL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2021-06-30;14170602.44
FI;35.765.249/0001-72;PCBM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR;2021-06-30;25075272.20
FI;35.765.444/0001-00;POLO TB FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;22191306.54
FI;35.765.772/0001-07;051 TRIMARÃ II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;218899064.57
FI;35.765.946/0001-23;NICTHEROY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;21389450.13
FI;35.766.194/0001-15;MAUI 2020 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR;2021-06-30;12104950.23
FI;35.769.107/0001-83;SCHRODER TECH EQUITY LONG & SHORT FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;231000604.34
FI;35.769.127/0001-54;OCCAM RETORNO ABSOLUTO A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;1126118384.74
FI;35.777.102/0001-00;UBS CONSENSO MILLENNIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;204493329.15
